1.515625,270068
 2.515625,269878
 3.515625,269690
 4.46875,269505
 5.40625,269321
 6.359375,269139
 7.3125,268961
 8.25,268783
 9.203125,268607
 10.15625,268434
 11.109375,268263
 12.046875,268092
 13.0,267922
 13.9375,267754
 14.921875,267586
 16.078125,267418
 17.15625,267251
 18.15625,267086
 19.109375,266921
 20.234375,266757
 21.234375,266593
 22.4375,266430
 23.46875,266267
 24.4375,266105
 25.421875,265945
 26.359375,265786
 27.28125,265627
 28.21875,265468
 29.140625,265311
 30.0625,265155
 30.96875,264999
 31.875,264844
 32.78125,264689
 33.6875,264536
 34.609375,264383
 35.53125,264231
 36.4375,264083
 37.328125,263935
 38.21875,263791
 39.109375,263648
 40.0,263505
 40.890625,263366
 41.765625,263228
 42.6875,263092
 43.5625,262956
 44.53125,262820
 45.453125,262685
 46.34375,262551
 47.25,262419
 48.09375,262288
 48.9375,262159
 49.78125,262031
 50.625,261904
 51.453125,261777
 52.296875,261651
 53.140625,261527
 53.953125,261407
 54.765625,261291
 55.578125,261179
 56.359375,261067
 57.140625,260955
 57.890625,260843
 58.65625,260735
 59.421875,260627
 60.1875,260522
 61.046875,260417
 61.796875,260313
 62.53125,260210
 63.25,260113
 63.984375,260017
 64.671875,259921
 65.375,259827
 66.078125,259733
 66.875,259641
 67.609375,259559
 68.421875,259478
 69.078125,259399
 69.71875,259325
 70.34375,259251
 70.953125,259179
 71.546875,259109
 72.15625,259040
 72.75,258971
 73.328125,258903
 73.875,258841
 74.46875,258782
 75.03125,258721
 75.59375,258666
 76.140625,258600
 76.6875,258545
 77.21875,258487
 77.75,258440
 78.28125,258396
 78.8125,258337
 79.328125,258315
 79.921875,258289
 80.453125,258267
 80.953125,258231
 81.46875,258182
 81.953125,258136
 82.46875,258087
 82.96875,258066
 83.453125,258053
 83.921875,258041
 84.53125,258035
 1.5,265750
 2.46875,265566
 3.640625,265393
 4.53125,265228
 5.4375,265064
 6.28125,264901
 7.1875,264738
 8.0625,264577
 9.015625,264419
 10.03125,264261
 11.015625,264105
 11.90625,263954
 12.828125,263803
 13.75,263653
 14.609375,263506
 15.46875,263360
 16.34375,263215
 17.1875,263070
 18.046875,262926
 18.90625,262787
 19.796875,262652
 20.65625,262520
 21.46875,262389
 22.234375,262259
 23.0,262133
 23.765625,262008
 24.59375,261883
 25.359375,261647
 26.140625,261525
 26.9375,261405
 27.734375,261292
 28.53125,261172
 29.265625,261059
 30.015625,260947
 30.828125,260842
 31.578125,260741
 32.328125,260638
 33.0625,260540
 33.8125,260442
 34.5,260345
 35.15625,260250
 35.796875,260138
 36.484375,260040
 37.171875,259945
 37.90625,259857
 38.5625,259772
 39.25,259688
 39.90625,259607
 40.578125,259524
 41.28125,259426
 41.984375,259343
 42.625,259268
 43.25,259194
 43.859375,259114
 44.5,259046
 45.140625,258969
 45.703125,258896
 46.25,258819
 46.796875,258747
 47.375,258678
 47.90625,258613
 48.53125,258552
 49.171875,258488
 49.8125,258416
 50.40625,258356
 51.0,258307
 51.546875,258271
 52.125,258226
 52.734375,258188
 53.265625,258144
 53.734375,258108
 54.234375,258101
 